

*dataset:
*location: figure_app_5_a
*dscomment: Efficiency for SRlbb-1, central mbb bin
*reackey: P P --> CHARGINO1 NEUTRALINO2 X
*obskey: EFF
*qual: . : efficiency
*qual: RE : P P --> CHARGINO1 < W NEUTRALINO1 > NEUTRALINO2 < H NEUTRALINO1 > X
*qual: SQRT(S) IN GEV : 8000.0
*yheader: EFFICIENCY
*xheader: M(CHARGINO1) IN GEV : M(NEUTRALINO1) IN GEV  : 
*data: x : x : y
130; 0; 0.3817;
150; 0; 0.326;
175; 0; 0.39;
200; 0; 0.2944;
225; 0; 0.3685;
250; 0; 0.2784;
275; 0; 0.3834;
300; 0; 0.3923;
325; 0; 0.3342;
350; 0; 0.3093;
140; 10; 0.296;
163; 13; 0.3412;
188; 13; 0.3403;
213; 13; 0.2815;
238; 13; 0.3553;
263; 13; 0.3188;
288; 13; 0.3836;
313; 13; 0.343;
338; 13; 0.3213;
153; 23; 0.264;
175; 25; 0.3451;
200; 25; 0.2996;
225; 25; 0.3628;
250; 25; 0.2814;
275; 25; 0.2354;
300; 25; 0.2996;
325; 25; 0.309;
350; 25; 0.267;
165; 35; 0.2423;
188; 38; 0.2188;
213; 38; 0.3153;
238; 38; 0.3261;
263; 38; 0.3453;
288; 38; 0.2911;
313; 38; 0.2982;
178; 48; 0.2971;
200; 50; 0.3843;
225; 50; 0.2846;
250; 50; 0.3868;
275; 50; 0.3624;
300; 50; 0.3362;
325; 50; 0.3449;
350; 50; 0.3999;
190; 60; 0.3281;
213; 63; 0.333;
238; 63; 0.3205;
263; 63; 0.3172;
288; 63; 0.2778;
203; 73; 0.2493;
225; 75; 0.3998;
250; 75; 0.3542;
275; 75; 0.3529;
300; 75; 0.3381;
325; 75; 0.3471;
350; 75; 0.3208;
215; 85; 0.2591;
238; 88; 0.3041;
263; 88; 0.332;
228; 98; 0.3649;
250; 100; 0.3065;
275; 100; 0.2673;
300; 100; 0.3143;
325; 100; 0.2784;
350; 100; 0.3166;
240; 110; 0.3631;
*dataend:
