

*dataset:
*location: figure_app_5_c
*dscomment: Efficiency for SRlbb-2, central mbb bin
*reackey: P P --> CHARGINO1 NEUTRALINO2 X
*obskey: EFF
*qual: . : efficiency
*qual: RE : P P --> CHARGINO1 < W NEUTRALINO1 > NEUTRALINO2 < H NEUTRALINO1 > X
*qual: SQRT(S) IN GEV : 8000.0
*yheader: EFFICIENCY
*xheader: M(CHARGINO1) IN GEV : M(NEUTRALINO1) IN GEV  :
*data: x : x : y
130; 0; 0.2523;
150; 0; 0.3626;
175; 0; 0.394;
200; 0; 0.3854;
225; 0; 0.3696;
250; 0; 0.3596;
275; 0; 0.3425;
300; 0; 0.3399;
325; 0; 0.332;
350; 0; 0.3248;
140; 10; 0.9416;
163; 13; 0.314;
188; 13; 0.3437;
213; 13; 0.3058;
238; 13; 0.3763;
263; 13; 0.336;
288; 13; 0.3364;
313; 13; 0.3478;
338; 13; 0.3258;
153; 23; 0.4817;
175; 25; 0.3162;
200; 25; 0.3717;
225; 25; 0.3312;
250; 25; 0.332;
275; 25; 0.2948;
300; 25; 0.3477;
325; 25; 0.3293;
350; 25; 0.2718;
165; 35; 0.6595;
188; 38; 0.3644;
213; 38; 0.3359;
238; 38; 0.335;
263; 38; 0.3596;
288; 38; 0.3296;
313; 38; 0.3424;
178; 48; 0.3334;
200; 50; 0.3951;
225; 50; 0.314;
250; 50; 0.3682;
275; 50; 0.3501;
300; 50; 0.3396;
325; 50; 0.3322;
350; 50; 0.3272;
190; 60; 0.3396;
213; 63; 0.3381;
238; 63; 0.3718;
263; 63; 0.3513;
288; 63; 0.3544;
203; 73; 0.5004;
225; 75; 0.4079;
250; 75; 0.3143;
275; 75; 0.3598;
300; 75; 0.34;
325; 75; 0.3195;
350; 75; 0.3289;
215; 85; 0.4477;
238; 88; 0.3691;
263; 88; 0.3633;
228; 98; 0.4096;
250; 100; 0.3092;
275; 100; 0.39;
300; 100; 0.3318;
325; 100; 0.3338;
350; 100; 0.3517;
240; 110; 0.31;
*dataend:
